deviceID,350037000547373336373936
timestamp_iso,box_temp,manifold_temp,manifold_rh,pressure,dew_point,noise,solar,wind_dir,wind_speed,co2,co_we,co_ae,no_we,no_ae,no2_we,no2_ae,ox_we,ox_ae,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin1MtoF,bin3MToF,bin5MToF,bin7MToF,flowrate,sample_period,pm1,pm25,pm10,laser_status,flag,lat,lon,alt,uncertainty
04/06/2026 22:15:41,27.00,28.20,60.15,101135.00,19.74,122.00,0.00,68.06,0.00,794.65,3294.73,0.00,3293.10,3293.48,4094.75,800.77,1798.18,1910.06,0.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.02,0.02,0.02,53,123,0.000000,0.000000,0,0
04/06/2026 22:15:51,27.10,28.19,60.71,101144.00,19.88,229.00,0.00,59.53,0.00,790.90,3294.98,0.00,3292.98,3293.35,4094.62,800.40,1853.56,1903.81,0.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.05,0.05,0.05,53,123,0.000000,0.000000,0,0
04/06/2026 22:16:01,27.10,28.18,60.91,101145.00,19.92,8.00,0.00,60.40,0.00,787.27,3294.98,0.00,3293.23,3293.73,4094.75,800.27,1873.81,1900.06,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,52,123,0.000000,0.000000,0,0
04/06/2026 22:16:11,27.20,28.18,60.91,101154.00,19.92,4.00,0.00,60.84,0.00,786.02,3295.10,0.00,3293.35,3293.85,4094.75,802.27,1882.93,1898.81,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:16:21,27.20,28.17,60.88,101148.00,19.91,3.00,0.00,69.37,0.00,783.15,3295.10,0.00,3293.85,3294.23,4094.75,1465.79,1886.18,1897.18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:16:31,27.30,28.17,61.00,101151.00,19.94,3.00,0.00,71.12,0.00,779.90,3295.10,0.00,3293.98,3294.48,4094.75,2674.58,1888.18,1896.43,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,54,123,0.000000,0.000000,0,0
04/06/2026 22:16:41,27.30,28.17,61.03,101151.00,19.95,3.00,0.00,70.91,0.00,777.77,3295.23,0.00,3294.10,3294.60,4094.75,3394.10,1889.93,1895.56,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:16:51,27.40,28.17,61.12,101154.00,19.97,3.00,0.00,66.75,0.00,776.65,3295.35,0.00,3293.98,3294.60,3594.23,3430.60,1891.18,1896.43,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.01,0.01,0.01,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:01,27.50,28.16,60.97,101148.00,19.92,3.00,0.00,59.09,0.00,774.40,3295.35,0.00,3293.98,3294.48,2766.46,2806.96,1891.81,1896.43,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.100,284.700,0.00,0.01,0.01,-30203.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:11,27.50,28.17,61.03,101137.00,19.95,3.00,0.00,62.15,0.00,774.15,3295.35,0.00,3294.10,3294.60,2390.45,2382.95,1892.43,1896.18,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.01,0.01,0.01,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:21,27.60,28.17,61.15,101149.00,19.98,3.00,0.00,71.12,0.00,773.40,3295.35,0.00,3294.23,3294.60,2229.57,2151.69,1892.93,1896.31,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:31,27.70,28.17,61.15,101149.00,19.98,3.00,0.00,68.06,0.00,773.40,3295.35,0.00,3294.23,3294.60,2152.94,2030.94,1893.18,1895.81,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:41,27.70,28.17,61.03,101152.00,19.95,3.00,0.00,59.09,0.00,771.90,3295.35,0.00,3294.35,3294.73,2109.31,1968.19,1893.18,1894.93,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
04/06/2026 22:17:51,27.80,28.17,61.06,101152.00,19.95,3.00,0.00,63.90,0.00,771.77,3295.35,0.00,3294.35,3294.85,2080.94,1935.06,1893.43,1895.06,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.700,9.98,0.00,0.00,0.00,53,123,0.000000,0.000000,0,0
